id,campaignId,image,createdAt
b7215efd-7056-4b19-879a-4b0746776b46,3,320x480.jpg,2026-03-06T08:37:22.872Z
caa3ee0e-fedf-4128-8273-a01f893765e5,3,320x480-Wallpaper-257.jpg,2026-03-06T08:46:24.042Z
6fa85157-b008-492f-84c9-936266651203,3,69a30a1ff31aa6545a79a3ac8c49b6e3.jpg,2026-03-06T08:46:29.075Z
